UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Quality Prediction,Quality Status,Quality Confidence,Anomaly,Failure Probability,Risk Level,Maintenance Recommendation,AI Recommendation,Priority,Overall Status,Human Decision,Approval Time,Approved By,AI Overall Risk,Maintenance Probability,Case ID
2528.0,L49707,L,298.8,308.5,1450,50.8,57,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02528
2529.0,L49708,L,298.8,308.6,1730,25.9,59,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02529
2530.0,M17389,M,298.8,308.6,1571,33.7,61,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02530
2531.0,L49710,L,298.9,308.7,1438,51.7,64,0.0,No Failure,0.0,Good,0.96,Normal,0.045,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02531
2532.0,M17391,M,298.8,308.5,1510,38.7,66,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02532
2533.0,L49712,L,298.9,308.7,1389,44.9,69,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02533
2534.0,L49713,L,298.8,308.7,1490,33.6,71,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02534
2535.0,L49714,L,298.9,308.7,1729,26.6,73,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02535
2536.0,L49715,L,299.0,308.8,1495,38.4,75,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02536
2537.0,L49716,L,298.9,308.8,1281,53.9,77,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02537
2538.0,H31951,H,298.9,308.7,1353,48.1,79,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02538
2539.0,L49718,L,299.1,308.8,1429,50.1,84,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02539
2540.0,L49719,L,299.1,308.8,1413,42.1,86,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02540
2541.0,L49720,L,299.1,308.8,1502,38.3,88,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02541
2542.0,H31955,H,299.1,308.8,1553,32.6,90,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02542
2543.0,H31956,H,299.2,308.9,1712,26.4,95,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02543
2544.0,L49723,L,299.3,309.0,1786,23.5,100,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02544
2545.0,L49724,L,299.2,309.0,1951,21.4,102,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02545
2546.0,M17405,M,299.2,309.0,1541,36.3,104,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02546
2547.0,L49726,L,299.2,309.1,1605,34.3,107,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02547
2548.0,L49727,L,299.2,309.1,1578,38.1,109,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02548
2549.0,M17408,M,299.3,309.2,1440,37.5,111,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02549
2550.0,L49729,L,299.4,309.2,1489,42.3,114,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02550
2551.0,L49730,L,299.4,309.3,1366,48.4,116,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02551
2552.0,L49731,L,299.3,309.2,1541,37.2,118,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02552
2553.0,H31966,H,299.3,309.1,1552,40.7,120,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02553
2554.0,L49733,L,299.3,309.1,1473,40.3,125,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02554
2555.0,L49734,L,299.3,309.1,1531,37.9,127,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02555
2556.0,L49735,L,299.3,309.2,1511,37.2,129,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02556
2557.0,M17416,M,299.3,309.1,1449,47.9,131,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02557
2558.0,M17417,M,299.4,309.1,1440,50.0,134,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02558
2559.0,M17418,M,299.2,309.0,1881,23.9,137,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02559
2560.0,L49739,L,299.3,309.0,1447,50.4,140,0.0,Random Failures,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02560
2561.0,M17420,M,299.4,309.1,1326,62.0,142,0.0,No Failure,0.0,Good,0.93,Normal,0.085,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02561
2562.0,L49741,L,299.4,309.2,1607,31.7,145,0.0,No Failure,0.0,Good,0.99,Normal,0.02,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02562
2563.0,L49742,L,299.3,309.1,1551,39.1,147,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02563
2564.0,L49743,L,299.3,309.1,1496,37.2,149,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02564
2565.0,L49744,L,299.3,309.1,1493,38.0,151,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02565
2566.0,L49745,L,299.4,309.1,1304,50.5,153,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02566
2567.0,M17426,M,299.3,309.0,1420,41.6,155,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02567
2568.0,L49747,L,299.4,309.1,1766,24.6,158,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02568
2569.0,L49748,L,299.6,309.2,1450,43.1,160,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02569
2570.0,H31983,H,299.5,309.2,1872,22.6,162,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02570
2571.0,L49750,L,299.6,309.2,1713,26.5,167,0.0,No Failure,0.0,Good,0.98,Normal,0.015,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02571
2572.0,M17431,M,299.5,309.2,1497,40.9,169,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02572
2573.0,M17432,M,299.4,309.1,1352,44.7,172,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02573
2574.0,L49753,L,299.5,309.2,1499,41.5,175,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02574
2575.0,L49754,L,299.5,309.3,1972,19.3,177,0.0,No Failure,0.0,Good,0.99,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02575
2576.0,L49755,L,299.5,309.3,1422,49.2,179,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02576
2577.0,L49756,L,299.5,309.3,1523,41.5,181,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02577
2578.0,L49757,L,299.5,309.4,1563,41.5,183,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02578
2579.0,L49758,L,299.4,309.3,1391,46.6,185,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02579
2580.0,L49759,L,299.3,309.1,1795,24.7,187,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02580
2581.0,L49760,L,299.3,309.1,1293,53.7,189,0.0,No Failure,0.0,Good,0.87,Normal,0.125,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02581
2582.0,L49761,L,299.2,309.1,1345,60.7,191,1.0,Overstrain Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-02582
2583.0,L49762,L,299.2,309.0,1615,33.7,193,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02583
2584.0,L49763,L,299.2,308.9,1342,50.8,195,0.0,No Failure,0.0,Good,0.94,Normal,0.05,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02584
2585.0,L49764,L,299.1,308.8,1502,46.7,197,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02585
2586.0,M17445,M,299.0,308.7,1620,35.4,199,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02586
2587.0,L49766,L,299.0,308.7,1537,42.8,202,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02587
2588.0,L49767,L,299.0,308.7,2248,16.8,204,0.0,No Failure,0.0,Good,0.96,Anomaly,0.045,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-02588
2589.0,L49768,L,299.0,308.7,1706,28.6,206,0.0,No Failure,0.0,Good,0.97,Normal,0.015,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02589
2590.0,L49769,L,299.0,308.7,2250,16.6,208,0.0,No Failure,0.0,Good,0.87,Anomaly,0.135,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-02590
2591.0,L49770,L,299.0,308.7,1396,48.6,0,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02591
2592.0,L49771,L,298.9,308.6,1522,46.4,2,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02592
2593.0,L49772,L,298.9,308.6,1539,45.4,4,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02593
2594.0,H32007,H,298.9,308.5,1415,54.0,6,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02594
2595.0,L49774,L,298.8,308.5,1446,37.0,11,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02595
2596.0,M17455,M,298.8,308.6,1486,41.1,13,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02596
2597.0,L49776,L,299.0,308.7,1426,38.6,16,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02597
2598.0,L49777,L,299.0,308.7,1449,38.9,18,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02598
2599.0,L49778,L,299.1,308.8,1320,67.5,20,1.0,Power Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-02599
2600.0,M17459,M,299.2,308.9,1447,39.6,22,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02600
2601.0,L49780,L,299.3,309.0,1422,47.3,25,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02601
2602.0,L49781,L,299.3,309.1,1399,52.1,27,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02602
2603.0,L49782,L,299.4,309.2,1427,41.5,29,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02603
2604.0,M17463,M,299.3,309.2,1334,46.3,31,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02604
2605.0,M17464,M,299.3,309.1,1385,45.6,34,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02605
2606.0,L49785,L,299.4,309.2,1552,37.4,37,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02606
2607.0,H32020,H,299.4,309.3,1534,37.5,39,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02607
2608.0,L49787,L,299.4,309.3,1448,48.6,44,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02608
2609.0,L49788,L,299.5,309.3,1409,44.7,46,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02609
2610.0,L49789,L,299.4,309.2,1621,34.5,48,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02610
2611.0,H32024,H,299.4,309.1,1547,40.9,50,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02611
2612.0,L49791,L,299.4,309.1,1957,22.1,55,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02612
2613.0,L49792,L,299.4,309.1,2421,14.2,57,0.0,No Failure,0.0,Good,0.96,Anomaly,0.035,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-02613
2614.0,M17473,M,299.3,309.1,1571,38.3,59,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02614
2615.0,L49794,L,299.3,309.1,1634,36.8,62,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02615
2616.0,L49795,L,299.3,309.0,1516,38.7,64,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02616
2617.0,L49796,L,299.4,309.1,1207,66.5,66,0.0,No Failure,0.0,Good,0.7,Normal,0.335,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-02617
2618.0,L49797,L,299.4,309.1,1670,35.9,68,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02618
2619.0,M17478,M,299.4,309.1,1461,48.6,70,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02619
2620.0,L49799,L,299.4,309.2,1569,40.8,73,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02620
2621.0,L49800,L,299.4,309.2,1556,35.7,75,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02621
2622.0,M17481,M,299.5,309.3,1506,41.5,77,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02622
2623.0,M17482,M,299.6,309.4,1642,30.3,80,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02623
2624.0,M17483,M,299.6,309.4,1283,62.1,83,0.0,No Failure,0.0,Good,0.98,Normal,0.03,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02624
2625.0,H32038,H,299.7,309.5,1375,46.8,86,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02625
2626.0,L49805,L,299.7,309.4,1399,39.9,91,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02626
2627.0,L49806,L,299.7,309.4,1650,29.8,93,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02627
2628.0,M17487,M,299.8,309.6,1346,53.2,95,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02628
2629.0,H32042,H,299.9,309.6,1410,51.2,98,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02629
2630.0,L49809,L,300.0,309.7,1586,37.8,103,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02630
2631.0,L49810,L,300.0,309.8,1372,39.6,105,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02631
2632.0,H32045,H,300.0,309.7,1529,42.4,107,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02632
2633.0,M17492,M,300.0,309.7,1652,28.6,112,0.0,No Failure,0.0,Good,1.0,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-02633
